"","X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"13494",13493,106611,"Male","Loyal Customer",68,"Personal Travel","Eco",589,3,5,3,3,4,3,4,4,5,4,5,5,4,4,0,22,"neutral or dissatisfied"
"13495",13494,48775,"Male","disloyal Customer",36,"Business travel","Business",109,1,1,1,4,5,1,5,5,4,3,3,3,4,5,18,8,"neutral or dissatisfied"
"13496",13495,59196,"Male","Loyal Customer",25,"Business travel","Business",1440,5,5,5,5,4,4,4,4,4,5,4,4,5,4,0,0,"satisfied"
"13497",13496,44402,"Male","Loyal Customer",71,"Business travel","Business",3055,1,2,2,2,1,3,4,1,1,2,1,2,1,4,95,108,"neutral or dissatisfied"
"13501",13500,1388,"Female","Loyal Customer",56,"Personal Travel","Eco Plus",113,2,5,2,3,2,3,1,3,3,2,3,1,3,4,0,0,"neutral or dissatisfied"
"13502",13501,38794,"Female","disloyal Customer",23,"Business travel","Eco",387,3,2,3,3,2,3,2,2,2,1,4,2,4,2,0,0,"neutral or dissatisfied"
"13503",13502,95563,"Female","Loyal Customer",27,"Personal Travel","Eco Plus",319,2,4,2,4,4,2,4,4,2,3,4,3,3,4,7,0,"neutral or dissatisfied"
"13504",13503,96452,"Female","Loyal Customer",36,"Business travel","Business",302,1,1,1,1,3,4,4,5,5,5,5,3,5,5,0,0,"satisfied"
"13507",13506,33878,"Male","Loyal Customer",32,"Business travel","Eco",1105,0,0,0,5,2,0,2,2,2,4,5,1,4,2,0,0,"satisfied"
"13508",13507,122016,"Male","disloyal Customer",25,"Business travel","Business",130,5,0,5,2,5,5,5,5,3,2,5,3,5,5,3,0,"satisfied"
"13512",13511,76374,"Male","Loyal Customer",41,"Business travel","Business",3237,4,4,4,4,5,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
"13513",13512,80144,"Female","Loyal Customer",29,"Business travel","Business",2586,1,1,1,1,5,5,5,4,2,4,4,5,4,5,16,5,"satisfied"
"13514",13513,92091,"Male","Loyal Customer",12,"Business travel","Business",1532,3,3,3,3,3,3,3,3,4,5,4,1,4,3,0,0,"neutral or dissatisfied"
"13515",13514,109973,"Male","Loyal Customer",67,"Personal Travel","Eco",1130,2,4,2,5,3,2,3,3,5,4,4,5,5,3,39,36,"neutral or dissatisfied"
"13516",13515,87204,"Female","disloyal Customer",25,"Business travel","Eco",946,1,2,2,4,3,2,3,3,2,4,3,1,3,3,63,83,"neutral or dissatisfied"
"13517",13516,60674,"Female","Loyal Customer",58,"Business travel","Business",1620,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0,"satisfied"
"13518",13517,12718,"Female","Loyal Customer",10,"Business travel","Business",3036,5,5,5,5,5,5,5,5,2,4,5,4,2,5,0,0,"satisfied"
"13519",13518,28131,"Female","Loyal Customer",18,"Business travel","Eco",550,5,5,5,5,5,5,5,5,3,1,4,2,2,5,0,0,"satisfied"
"13520",13519,53601,"Male","Loyal Customer",69,"Personal Travel","Eco",3801,1,5,1,1,1,4,4,3,4,3,5,4,5,4,15,0,"neutral or dissatisfied"
"13521",13520,3934,"Female","Loyal Customer",45,"Business travel","Business",765,2,4,3,4,2,4,4,2,2,2,2,3,2,3,0,17,"neutral or dissatisfied"
"13522",13521,2409,"Male","Loyal Customer",9,"Business travel","Business",604,2,1,2,2,1,2,1,1,3,2,4,4,4,1,0,1,"satisfied"
"13523",13522,22632,"Male","Loyal Customer",31,"Personal Travel","Eco",300,2,4,4,2,1,4,1,1,3,3,4,4,5,1,78,68,"neutral or dissatisfied"
"13524",13523,87272,"Female","Loyal Customer",31,"Business travel","Eco",577,1,3,2,2,1,1,1,1,1,4,3,3,3,1,0,0,"neutral or dissatisfied"
"13525",13524,42677,"Female","Loyal Customer",41,"Business travel","Eco",627,2,3,5,5,2,2,2,2,2,1,4,1,4,2,0,0,"neutral or dissatisfied"
"13526",13525,42798,"Male","Loyal Customer",58,"Business travel","Business",677,1,1,1,1,4,3,3,1,1,2,1,1,1,3,78,81,"neutral or dissatisfied"
"13527",13526,38679,"Female","Loyal Customer",36,"Personal Travel","Eco",2588,1,5,2,4,2,2,2,2,5,4,3,5,5,2,0,0,"neutral or dissatisfied"
"13528",13527,63933,"Female","Loyal Customer",32,"Personal Travel","Eco",1158,3,3,3,3,4,3,4,4,1,5,2,4,4,4,0,15,"neutral or dissatisfied"
"13529",13528,36671,"Female","Loyal Customer",25,"Personal Travel","Eco",1010,3,3,3,3,1,3,1,1,1,5,5,1,2,1,0,22,"neutral or dissatisfied"
"13530",13529,7065,"Female","Loyal Customer",53,"Business travel","Business",1677,5,5,5,5,2,4,5,5,5,5,5,4,5,3,32,17,"satisfied"
"13532",13531,853,"Male","disloyal Customer",17,"Business travel","Eco",229,3,3,3,3,5,3,5,5,4,3,4,1,3,5,0,0,"neutral or dissatisfied"
"13533",13532,124438,"Male","Loyal Customer",39,"Business travel","Eco Plus",1044,1,1,1,1,1,2,1,1,3,4,3,2,3,1,0,13,"neutral or dissatisfied"
"13534",13533,45937,"Female","Loyal Customer",63,"Personal Travel","Eco",563,2,2,1,4,2,3,3,2,2,1,2,2,2,1,46,66,"neutral or dissatisfied"
"13535",13534,66873,"Male","Loyal Customer",25,"Personal Travel","Eco Plus",731,4,1,4,3,2,4,2,2,1,1,3,1,3,2,5,0,"satisfied"
"13536",13535,118059,"Male","Loyal Customer",53,"Business travel","Business",3289,5,5,5,5,5,3,5,5,5,5,5,4,5,1,2,0,"satisfied"
"13537",13536,15876,"Male","Loyal Customer",66,"Business travel","Eco",332,4,3,3,3,4,4,4,4,4,3,3,5,3,4,0,0,"satisfied"
"13538",13537,58404,"Male","disloyal Customer",29,"Business travel","Business",528,1,1,1,5,3,1,3,3,5,3,5,5,5,3,29,11,"neutral or dissatisfied"
"13539",13538,121768,"Female","Loyal Customer",56,"Business travel","Business",3746,1,1,1,1,5,4,5,4,4,4,4,5,4,5,15,13,"satisfied"
"13540",13539,117996,"Female","Loyal Customer",18,"Personal Travel","Eco Plus",365,3,4,3,3,5,3,5,5,3,4,4,5,5,5,0,0,"neutral or dissatisfied"
"13541",13540,3746,"Female","Loyal Customer",8,"Personal Travel","Eco",431,2,5,2,5,2,2,2,2,4,4,5,4,5,2,0,0,"neutral or dissatisfied"
"13542",13541,25544,"Female","disloyal Customer",50,"Personal Travel","Eco",547,2,3,2,3,2,2,1,2,2,2,4,5,3,2,2,0,"neutral or dissatisfied"
"13543",13542,87130,"Female","Loyal Customer",30,"Personal Travel","Eco",594,5,3,5,2,2,5,2,2,2,5,1,3,1,2,0,0,"satisfied"
"13545",13544,106006,"Male","Loyal Customer",51,"Business travel","Business",1999,4,3,3,3,1,4,3,4,4,4,4,2,4,4,15,11,"neutral or dissatisfied"
"13546",13545,6891,"Male","Loyal Customer",32,"Business travel","Eco",265,2,3,1,3,2,2,2,2,1,2,4,4,3,2,2,0,"neutral or dissatisfied"
"13547",13546,122497,"Male","Loyal Customer",41,"Business travel","Business",2608,2,2,2,2,3,5,4,5,5,5,5,5,5,4,7,0,"satisfied"
"13549",13548,49076,"Female","Loyal Customer",60,"Business travel","Eco",308,4,1,1,1,2,5,4,4,4,4,4,1,4,3,0,21,"satisfied"
"13550",13549,15481,"Male","Loyal Customer",61,"Personal Travel","Eco",331,4,4,4,5,4,4,4,4,3,4,4,5,4,4,18,8,"neutral or dissatisfied"
"13551",13550,2581,"Female","Loyal Customer",66,"Business travel","Business",280,3,3,3,3,1,2,5,4,4,4,4,5,4,4,0,0,"satisfied"
"13553",13552,119232,"Female","Loyal Customer",57,"Personal Travel","Eco",331,2,2,2,3,1,4,4,2,2,2,2,2,2,4,0,0,"neutral or dissatisfied"
"13554",13553,57077,"Male","Loyal Customer",39,"Business travel","Business",1222,4,4,4,4,2,4,4,5,5,5,5,3,5,3,7,1,"satisfied"
"13555",13554,10087,"Male","disloyal Customer",36,"Business travel","Business",266,2,2,2,3,4,2,4,4,4,3,2,4,2,4,0,0,"neutral or dissatisfied"
"13556",13555,101876,"Female","Loyal Customer",18,"Personal Travel","Eco",1747,2,4,2,3,1,2,1,1,4,5,4,3,5,1,0,0,"neutral or dissatisfied"
"13557",13556,57963,"Female","Loyal Customer",16,"Personal Travel","Eco",1670,2,4,2,4,2,2,2,2,3,2,4,1,1,2,0,0,"neutral or dissatisfied"
"13558",13557,16545,"Male","Loyal Customer",32,"Personal Travel","Eco",1134,2,5,3,1,3,3,3,3,5,5,4,4,4,3,47,57,"neutral or dissatisfied"
"13559",13558,12453,"Male","Loyal Customer",65,"Personal Travel","Eco",305,2,4,2,3,2,2,2,4,5,4,5,2,3,2,171,156,"neutral or dissatisfied"
"13560",13559,109146,"Female","Loyal Customer",40,"Business travel","Business",2795,4,4,4,4,2,4,5,5,5,5,5,3,5,4,6,6,"satisfied"
"13561",13560,46163,"Male","Loyal Customer",47,"Personal Travel","Eco",604,3,1,3,4,3,1,1,1,5,4,3,1,2,1,113,141,"neutral or dissatisfied"
"13562",13561,34340,"Male","Loyal Customer",42,"Business travel","Business",3181,5,5,5,5,3,2,3,4,4,4,4,5,4,5,4,4,"satisfied"
"13563",13562,71065,"Male","Loyal Customer",42,"Personal Travel","Eco",802,3,2,3,3,2,3,2,2,2,3,4,4,3,2,1,7,"neutral or dissatisfied"
"13564",13563,31745,"Female","Loyal Customer",50,"Business travel","Eco Plus",462,2,3,5,5,4,2,3,2,2,2,2,1,2,5,15,13,"satisfied"
"13565",13564,114073,"Female","disloyal Customer",28,"Business travel","Eco",1253,1,0,0,3,1,1,1,1,3,4,4,2,4,1,0,0,"neutral or dissatisfied"
"13567",13566,106446,"Male","Loyal Customer",16,"Personal Travel","Eco",1062,2,5,2,4,2,1,1,3,5,4,4,1,4,1,259,261,"neutral or dissatisfied"
"13568",13567,93219,"Male","disloyal Customer",28,"Business travel","Business",1460,3,3,3,1,2,3,2,2,3,2,5,5,4,2,1,1,"neutral or dissatisfied"
"13570",13569,30811,"Female","Loyal Customer",66,"Personal Travel","Eco",1199,2,4,2,5,3,4,1,2,2,2,2,1,2,3,13,21,"neutral or dissatisfied"
"13571",13570,97982,"Female","Loyal Customer",22,"Personal Travel","Eco",616,2,2,2,3,2,2,2,2,4,3,3,2,3,2,16,15,"neutral or dissatisfied"
"13572",13571,82059,"Female","Loyal Customer",59,"Business travel","Business",2605,3,3,3,3,3,4,4,2,2,2,2,3,2,5,0,0,"satisfied"
"13573",13572,36773,"Female","disloyal Customer",21,"Business travel","Eco",2602,3,3,3,3,3,3,3,2,5,3,2,3,4,3,54,54,"neutral or dissatisfied"
"13574",13573,47407,"Female","disloyal Customer",21,"Business travel","Eco",599,3,1,3,4,5,3,5,5,2,5,3,1,4,5,0,0,"neutral or dissatisfied"
"13576",13575,43087,"Female","Loyal Customer",51,"Personal Travel","Eco",192,2,4,2,3,3,5,5,3,3,2,3,5,3,4,0,0,"neutral or dissatisfied"
"13577",13576,101759,"Female","Loyal Customer",14,"Personal Travel","Eco",1590,3,4,3,3,3,3,3,3,4,4,4,4,3,3,0,0,"neutral or dissatisfied"
"13579",13578,41344,"Female","Loyal Customer",68,"Personal Travel","Eco Plus",689,1,3,1,4,3,1,5,3,3,1,3,3,3,2,7,0,"neutral or dissatisfied"
"13585",13584,1003,"Male","disloyal Customer",22,"Business travel","Eco",113,1,1,1,4,3,1,3,3,4,1,3,3,4,3,52,59,"neutral or dissatisfied"
"13586",13585,122112,"Female","Loyal Customer",26,"Personal Travel","Eco",130,2,5,0,2,5,0,5,5,5,3,5,5,4,5,1,3,"neutral or dissatisfied"
"13587",13586,41673,"Female","disloyal Customer",16,"Business travel","Eco",843,4,4,4,2,5,4,5,5,4,2,3,2,1,5,0,2,"satisfied"
"13588",13587,53913,"Male","Loyal Customer",54,"Personal Travel","Eco",191,1,4,1,4,3,1,3,3,4,2,4,5,5,3,0,0,"neutral or dissatisfied"
"13590",13589,90514,"Male","disloyal Customer",40,"Business travel","Business",442,1,1,1,3,2,1,2,2,3,3,5,5,4,2,4,0,"neutral or dissatisfied"
"13592",13591,56184,"Male","Loyal Customer",59,"Personal Travel","Eco",1400,3,1,3,2,1,3,1,1,2,1,2,2,2,1,0,0,"neutral or dissatisfied"
"13594",13593,47759,"Male","disloyal Customer",24,"Business travel","Eco",748,0,0,0,5,1,0,1,1,3,4,2,4,3,1,6,4,"satisfied"
"13595",13594,3263,"Female","disloyal Customer",36,"Business travel","Eco",479,4,3,4,4,3,4,3,3,3,1,3,4,4,3,0,0,"neutral or dissatisfied"
"13596",13595,52249,"Female","Loyal Customer",44,"Business travel","Business",598,3,3,3,3,5,4,2,3,3,4,3,1,3,1,0,4,"satisfied"
"13597",13596,89429,"Female","Loyal Customer",58,"Personal Travel","Eco",134,0,0,0,3,3,3,3,3,3,0,1,2,3,5,47,48,"satisfied"
"13598",13597,7404,"Female","Loyal Customer",55,"Business travel","Business",3903,5,5,5,5,2,5,4,5,5,5,5,5,5,3,15,51,"satisfied"
"13599",13598,62722,"Female","Loyal Customer",59,"Business travel","Business",2556,2,2,2,2,4,4,4,5,4,4,4,4,4,4,5,0,"satisfied"
"13600",13599,118573,"Female","Loyal Customer",57,"Business travel","Eco",304,2,2,2,2,5,4,4,2,2,2,2,2,2,1,0,68,"neutral or dissatisfied"
"13601",13600,91776,"Male","Loyal Customer",50,"Personal Travel","Eco",590,3,3,4,3,5,4,3,5,2,4,1,3,5,5,24,21,"neutral or dissatisfied"
"13603",13602,59092,"Female","Loyal Customer",40,"Personal Travel","Eco",1723,1,5,1,1,3,1,3,3,3,5,5,3,4,3,0,0,"neutral or dissatisfied"
"13604",13603,45700,"Female","Loyal Customer",40,"Business travel","Eco Plus",826,4,3,3,3,4,4,4,4,3,5,3,3,3,4,8,8,"neutral or dissatisfied"
"13605",13604,117670,"Male","Loyal Customer",40,"Personal Travel","Eco",1449,1,1,0,2,0,4,4,3,4,3,2,4,4,4,205,210,"neutral or dissatisfied"
"13606",13605,45915,"Female","Loyal Customer",27,"Business travel","Business",1513,2,1,1,1,2,2,2,2,2,1,2,2,2,2,0,0,"neutral or dissatisfied"
"13607",13606,13503,"Male","Loyal Customer",48,"Business travel","Eco",106,5,5,1,1,5,5,5,5,3,2,5,4,3,5,0,3,"satisfied"
"13608",13607,67040,"Male","disloyal Customer",11,"Business travel","Business",1119,3,3,3,4,4,3,3,4,2,3,3,4,4,4,3,23,"neutral or dissatisfied"
"13610",13609,21495,"Male","Loyal Customer",67,"Personal Travel","Eco",433,3,4,3,1,4,3,4,4,5,4,5,3,5,4,17,26,"neutral or dissatisfied"
"13611",13610,76499,"Female","Loyal Customer",56,"Business travel","Business",534,2,3,2,2,3,5,4,3,3,3,3,5,3,5,0,0,"satisfied"
"13613",13612,120219,"Male","Loyal Customer",25,"Business travel","Business",1325,3,5,5,5,3,3,3,3,1,2,4,4,4,3,0,52,"neutral or dissatisfied"
"13614",13613,22327,"Female","Loyal Customer",31,"Business travel","Eco",143,5,3,3,3,5,5,5,5,5,3,5,1,5,5,0,0,"satisfied"
"13615",13614,105072,"Male","disloyal Customer",38,"Business travel","Business",281,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,5,"satisfied"
"13616",13615,53625,"Female","disloyal Customer",21,"Business travel","Business",1874,4,0,4,1,1,4,1,1,5,3,3,3,1,1,2,0,"satisfied"
"13617",13616,17919,"Male","Loyal Customer",66,"Business travel","Eco",389,4,3,3,3,4,4,4,4,5,3,2,4,4,4,0,0,"satisfied"
"13618",13617,93504,"Male","Loyal Customer",55,"Personal Travel","Eco",1107,1,4,1,3,4,1,4,4,3,2,4,5,4,4,2,0,"neutral or dissatisfied"
"13619",13618,96511,"Female","Loyal Customer",45,"Personal Travel","Eco",436,0,5,0,2,4,5,5,4,4,0,4,5,4,4,0,9,"satisfied"
"13621",13620,869,"Male","disloyal Customer",23,"Business travel","Business",134,5,0,5,1,5,5,5,5,4,4,5,4,5,5,0,0,"satisfied"
"13622",13621,56989,"Female","Loyal Customer",13,"Personal Travel","Eco",2454,2,3,2,3,2,1,1,4,2,3,4,1,1,1,4,1,"neutral or dissatisfied"
"13623",13622,32697,"Female","Loyal Customer",43,"Business travel","Business",102,3,3,3,3,2,2,3,4,4,4,3,5,4,3,0,0,"satisfied"
"13625",13624,37829,"Male","Loyal Customer",28,"Business travel","Eco",937,5,1,1,1,5,5,5,5,3,1,2,4,1,5,9,5,"satisfied"
"13626",13625,47628,"Female","disloyal Customer",41,"Business travel","Eco",1482,5,5,5,4,2,5,2,2,4,2,2,3,5,2,0,0,"satisfied"
"13627",13626,58426,"Male","Loyal Customer",37,"Business travel","Eco",333,5,4,4,4,5,5,5,5,5,2,4,2,4,5,27,16,"satisfied"
"13628",13627,100465,"Female","Loyal Customer",34,"Business travel","Business",580,3,3,3,3,2,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
"13629",13628,12244,"Male","disloyal Customer",36,"Business travel","Eco",201,3,4,3,3,2,3,2,2,4,4,5,1,2,2,8,2,"neutral or dissatisfied"
"13631",13630,79224,"Female","Loyal Customer",44,"Business travel","Eco Plus",1990,3,2,2,2,4,3,4,3,3,3,3,4,3,4,2,10,"neutral or dissatisfied"
"13632",13631,106244,"Male","Loyal Customer",57,"Business travel","Business",1167,3,3,3,3,4,4,4,5,5,5,5,5,5,3,0,0,"satisfied"
"13633",13632,71415,"Male","Loyal Customer",43,"Business travel","Business",3009,1,1,1,1,5,5,5,4,4,4,4,5,4,3,55,54,"satisfied"
"13636",13635,120825,"Female","Loyal Customer",53,"Business travel","Business",1898,4,4,4,4,2,5,4,5,5,5,5,4,5,3,23,8,"satisfied"
"13637",13636,21452,"Female","disloyal Customer",32,"Business travel","Eco",399,2,0,2,5,3,2,3,3,3,5,2,5,1,3,0,0,"neutral or dissatisfied"
"13639",13638,5707,"Female","Loyal Customer",31,"Personal Travel","Eco",196,1,5,0,4,2,0,2,2,3,5,4,5,5,2,0,0,"neutral or dissatisfied"
"13640",13639,22683,"Male","Loyal Customer",19,"Business travel","Business",1984,5,5,5,5,3,3,3,3,4,2,2,5,2,3,27,33,"satisfied"
"13641",13640,16098,"Male","Loyal Customer",22,"Personal Travel","Eco",303,4,5,4,2,4,4,5,4,5,3,4,5,5,4,0,0,"satisfied"
"13642",13641,112674,"Male","disloyal Customer",45,"Business travel","Business",697,5,5,5,3,4,5,4,4,5,4,5,4,4,4,0,0,"satisfied"
"13643",13642,84913,"Female","Loyal Customer",32,"Personal Travel","Eco",481,2,5,2,3,2,2,2,2,2,3,1,2,5,2,0,0,"neutral or dissatisfied"
"13644",13643,78031,"Male","Loyal Customer",50,"Personal Travel","Eco",106,2,4,0,5,2,0,2,2,3,2,4,4,4,2,0,0,"neutral or dissatisfied"
"13645",13644,30950,"Female","disloyal Customer",20,"Business travel","Eco",836,3,3,3,1,5,3,4,5,2,1,2,2,5,5,0,0,"neutral or dissatisfied"
"13646",13645,92219,"Female","Loyal Customer",8,"Personal Travel","Eco",1956,4,4,4,2,5,4,5,5,4,3,5,3,4,5,36,38,"neutral or dissatisfied"
"13647",13646,67302,"Female","disloyal Customer",35,"Business travel","Eco Plus",1121,3,3,3,4,3,3,3,3,2,2,3,1,4,3,0,0,"neutral or dissatisfied"
"13649",13648,57718,"Male","Loyal Customer",44,"Business travel","Business",1754,5,5,5,5,3,5,4,5,5,5,5,5,5,5,0,0,"satisfied"
"13650",13649,56996,"Female","Loyal Customer",31,"Personal Travel","Eco",2454,2,5,2,5,2,2,2,2,3,4,5,4,5,2,6,0,"neutral or dissatisfied"
"13651",13650,119158,"Female","Loyal Customer",65,"Personal Travel","Business",257,2,3,2,3,1,1,2,5,5,2,3,3,5,5,0,0,"neutral or dissatisfied"
"13652",13651,82390,"Male","Loyal Customer",39,"Business travel","Business",2303,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,0,"satisfied"
"13653",13652,110575,"Female","Loyal Customer",55,"Business travel","Business",643,1,1,1,1,4,4,5,4,4,4,4,3,4,4,72,59,"satisfied"
"13654",13653,94429,"Female","Loyal Customer",48,"Business travel","Business",239,5,5,5,5,2,4,5,4,4,4,4,4,4,4,12,4,"satisfied"
"13655",13654,51413,"Female","Loyal Customer",14,"Personal Travel","Eco Plus",337,1,4,1,3,4,1,4,4,3,3,5,4,4,4,0,0,"neutral or dissatisfied"
"13656",13655,783,"Female","Loyal Customer",44,"Business travel","Business",89,3,3,3,3,2,5,5,4,4,5,5,5,4,5,0,0,"satisfied"
"13657",13656,88189,"Male","Loyal Customer",48,"Business travel","Business",1609,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,10,"satisfied"
"13658",13657,76731,"Female","Loyal Customer",36,"Personal Travel","Eco Plus",481,4,3,4,5,5,4,5,5,2,4,5,1,1,5,0,0,"neutral or dissatisfied"
"13659",13658,98825,"Male","disloyal Customer",16,"Business travel","Eco",444,5,3,5,3,1,5,1,1,2,4,3,1,1,1,0,0,"satisfied"
"13661",13660,27867,"Male","Loyal Customer",24,"Business travel","Eco Plus",1448,4,5,5,5,4,4,5,4,3,2,3,1,3,4,1,0,"satisfied"
"13663",13662,54532,"Female","Loyal Customer",19,"Personal Travel","Eco",925,3,4,4,4,1,4,1,1,5,5,4,4,4,1,4,0,"neutral or dissatisfied"
"13664",13663,85618,"Male","Loyal Customer",49,"Personal Travel","Eco",259,3,4,3,5,5,3,5,5,2,5,5,1,5,5,3,12,"neutral or dissatisfied"
"13665",13664,73247,"Female","disloyal Customer",49,"Business travel","Business",675,4,4,4,3,1,4,1,1,4,5,5,3,4,1,0,0,"satisfied"
"13666",13665,129701,"Female","Loyal Customer",25,"Business travel","Business",447,4,5,2,2,4,4,4,4,1,1,3,1,3,4,0,0,"neutral or dissatisfied"
"13668",13667,27294,"Male","Loyal Customer",27,"Business travel","Business",1050,2,5,2,5,2,2,2,2,1,3,3,4,4,2,0,3,"neutral or dissatisfied"
"13669",13668,58653,"Female","Loyal Customer",22,"Personal Travel","Eco",867,2,3,2,3,3,2,3,3,1,3,3,2,3,3,0,0,"neutral or dissatisfied"
"13670",13669,83369,"Male","Loyal Customer",72,"Business travel","Business",1124,5,4,4,4,3,2,3,5,5,4,5,1,5,4,24,11,"neutral or dissatisfied"
"13671",13670,39191,"Female","Loyal Customer",52,"Business travel","Business",318,0,0,0,3,4,2,4,1,1,1,1,1,1,4,0,0,"satisfied"
"13672",13671,57274,"Male","Loyal Customer",39,"Personal Travel","Eco",628,2,5,2,3,1,2,1,1,3,4,5,5,5,1,0,0,"neutral or dissatisfied"
"13673",13672,20369,"Male","Loyal Customer",32,"Personal Travel","Eco",265,2,4,2,4,5,2,5,5,2,1,4,2,2,5,42,35,"neutral or dissatisfied"
"13675",13674,76134,"Female","Loyal Customer",33,"Business travel","Business",546,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,0,"satisfied"
"13676",13675,98800,"Male","disloyal Customer",54,"Business travel","Business",1111,3,3,3,4,2,3,4,2,4,2,4,5,4,2,46,38,"neutral or dissatisfied"
"13677",13676,46603,"Male","disloyal Customer",36,"Business travel","Eco",73,2,2,2,4,2,2,2,2,1,5,3,2,3,2,18,14,"neutral or dissatisfied"
"13678",13677,49585,"Female","Loyal Customer",49,"Business travel","Eco",308,5,1,1,1,3,1,2,5,5,5,5,4,5,4,0,0,"satisfied"
"13682",13681,62502,"Male","disloyal Customer",18,"Business travel","Eco",1378,3,4,4,2,3,3,3,3,5,4,3,3,5,3,0,0,"neutral or dissatisfied"
"13683",13682,69845,"Male","Loyal Customer",66,"Personal Travel","Eco",1055,4,4,4,2,4,4,4,4,3,2,4,3,4,4,0,0,"neutral or dissatisfied"
"13684",13683,49497,"Female","Loyal Customer",41,"Business travel","Eco",373,4,5,5,5,4,4,4,4,1,3,3,5,1,4,0,0,"satisfied"
"13685",13684,68613,"Female","Loyal Customer",60,"Business travel","Business",3952,0,4,0,4,2,4,4,5,5,5,5,5,5,4,0,0,"satisfied"
"13686",13685,105719,"Male","Loyal Customer",60,"Business travel","Business",2202,2,4,5,4,4,4,3,2,2,2,2,2,2,2,14,16,"neutral or dissatisfied"
"13687",13686,102934,"Female","Loyal Customer",64,"Personal Travel","Eco",317,2,4,2,3,4,4,4,4,4,2,4,3,4,4,0,0,"neutral or dissatisfied"
"13688",13687,33322,"Male","Loyal Customer",45,"Business travel","Business",2409,2,2,2,2,3,3,3,5,5,5,5,1,5,4,0,0,"satisfied"
"13689",13688,73298,"Female","Loyal Customer",59,"Business travel","Business",2411,3,3,3,3,5,4,4,4,4,4,4,4,4,5,20,16,"satisfied"
"13690",13689,464,"Female","Loyal Customer",26,"Business travel","Business",229,5,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0,"satisfied"
"13691",13690,58678,"Female","disloyal Customer",23,"Business travel","Eco",622,0,2,0,4,5,0,5,5,3,2,4,4,4,5,0,0,"satisfied"
"13692",13691,102632,"Male","disloyal Customer",38,"Business travel","Business",255,4,4,4,2,4,4,1,4,5,4,5,5,4,4,0,0,"satisfied"
"13693",13692,18326,"Male","Loyal Customer",47,"Personal Travel","Eco Plus",705,2,4,2,2,2,2,5,2,5,2,4,4,4,2,0,0,"neutral or dissatisfied"
"13694",13693,42876,"Male","Loyal Customer",26,"Personal Travel","Eco",867,5,1,5,4,3,5,4,3,1,5,4,3,4,3,0,0,"satisfied"
"13695",13694,2407,"Female","disloyal Customer",43,"Business travel","Eco",604,2,1,2,4,5,2,5,5,3,2,4,3,4,5,12,10,"neutral or dissatisfied"
"13697",13696,16292,"Male","Loyal Customer",51,"Personal Travel","Eco",748,2,4,2,3,3,2,3,3,4,4,1,4,1,3,34,6,"neutral or dissatisfied"
"13699",13698,12996,"Female","Loyal Customer",60,"Business travel","Business",1893,1,1,1,1,4,5,4,4,4,4,4,3,4,4,82,69,"satisfied"
"13703",13702,28564,"Female","disloyal Customer",47,"Business travel","Eco Plus",1201,3,2,2,2,4,3,4,4,2,4,4,5,2,4,0,0,"neutral or dissatisfied"
"13704",13703,128893,"Male","Loyal Customer",64,"Business travel","Business",3641,1,1,1,1,5,5,5,2,2,3,2,5,1,5,92,90,"satisfied"
"13705",13704,35389,"Female","disloyal Customer",22,"Business travel","Eco",669,1,0,1,4,2,1,5,2,4,3,5,1,5,2,0,0,"neutral or dissatisfied"
